533677097873	4799.0	12
534267927474	6600.0	0
533037153335	4999.0	23
522945219926	3589.0	291
44544930993	4188.0	18
533767871511	4499.0	222
539848969392	4299.0	19
536365400027	3379.0	43
536070744429	1849.0	9
43421404643	3199.0	0
529274287439	5099.0	122
537993675084	12999.0	1
536325276581	2659.0	9
524194003300	3288.0	47
532939131508	3499.0	2
536987248818	2499.0	2
530203480883	2899.0	47
44788555645	6799.0	10
539528012049	6999.0	2
528460922899	4139.0	2
531769553756	3118.0	9
539960740838	8999.0	33
22691336888	6699.0	0
530652429866	4099.0	1
525893878039	6849.0	34
532122369772	3399.0	2
538462949678	3999.0	478
524035493860	3689.0	150
535010029317	8199.0	5
534428197306	4294.0	7
526121497685	4279.0	13
533709691543	99.0	3
536610585035	6999.0	3
529496560596	12999.0	9
534474689228	4199.0	1
529092055182	4499.0	7
528787526768	3599.0	1
521053654795	5299.0	1
522188829464	8999.0	70
540565543031	4499.0	1
531494795898	6349.0	41
528374054765	2899.0	24
535857427717	3399.0	9
520430783912	4699.0	32
531337560627	3699.0	2
526429386863	10999.0	1
525012616674	3499.0	0
525502021619	4699.0	1
529527269760	4099.0	616
534040460400	5299.0	52
41792849206	3899.0	0
522556661793	5199.0	1
530626247102	11499.0	1
531884755650	2199.0	21
533953897953	3599.0	5
537218490059	3999.0	22
530180469377	3199.0	32
530671131356	9199.0	11
534780890817	3699.0	9
536785411411	15999.0	0
537602905598	7099.0	259
520809002180	3299.0	0
536308546590	5999.0	2
529727402987	6399.0	603
520114047443	4099.0	15
534397593428	3299.0	1
537276314074	4599.0	9
520302140317	5299.0	6
536248702134	3099.0	2
535322083890	4699.0	126
525384788592	6999.0	523
522148578263	6599.0	0
521822481683	4999.0	0
536824039731	4699.0	970
527252584001	4169.0	60
531934816201	6699.0	0
537411376370	4199.0	85
530216757962	4649.0	12
531311720858	4999.0	2
521338681116	6868.0	1
523127619389	5198.0	1
539425757750	5799.0	226
532555819096	4299.0	29
43743814396	3699.0	4
523932465532	5679.0	1
531239658300	5588.0	20
527253091711	5599.0	1
534815601716	4499.0	213
524785743981	3550.0	3
534296745686	5299.0	1
525252064978	4299.0	1
538020217915	4199.0	34
521808801594	3399.0	0
523254226629	4099.0	0
521080764079	4499.0	38
523179197816	6899.0	95
524572671957	4299.0	20
529345601621	5599.0	5
527926113880	2499.0	5
45384516201	3699.0	7
524793863169	2999.0	10
536322224155	2949.0	1
528423893423	11599.0	1
526194128828	3598.0	6
524002142844	5488.0	2
523243440206	3849.0	89
529461717519	4529.0	4
524662813917	9999.0	3
536888796788	12299.0	8
539429464777	5699.0	15
45866309236	3199.0	10
525988304535	5799.0	5
534152636029	3699.0	381
528719964685	3599.0	1010
521588135569	4399.0	0
527472834270	3199.0	186
539344648505	3588.0	8
536637126854	7298.0	4
528408260802	3988.0	26
531330480501	4299.0	8
536544787125	8999.0	12
536684565943	5799.0	1
538989608743	5099.0	39
41190477945	8499.0	0
528177068167	2999.0	7
538650871420	15999.0	68
43567121197	3599.0	379
531042440448	4799.0	1
523004243191	3118.0	3
44777754016	6699.0	1
525088304517	5599.0	4
38989506835	5999.0	3
41707093932	4399.0	7
523110735725	4799.0	0
527152708643	4899.0	7
540183906319	8499.0	32
530856725592	4699.0	2
540618506192	4399.0	37
538804464215	3999.0	3
532692310231	5299.0	17
528667332858	9799.0	15
538842427016	3098.0	4
41881682461	3799.0	0
528092210408	3299.0	1
524241775894	4499.0	2
531280923744	3720.0	34
520698404419	3299.0	0
44585816325	3788.0	1
528435501816	3169.0	11
522081067055	2799.0	1297
535009361624	8499.0	2
539014176039	3698.0	7
535688536670	4199.0	6
529129021888	4899.0	19
527502064549	3999.0	133
535820387072	5499.0	58
528817325811	4399.0	35
527157549926	3999.0	0
520508425184	5699.0	0
535410824482	6799.0	1
45670669348	3488.0	25
537935573067	3299.0	12
41151717202	2799.0	0
533217138261	3669.0	11
531292877477	4499.0	3
524611564348	4699.0	3
528484813634	2819.0	1
523386257419	4099.0	6
531890018119	3799.0	77
534266304970	5799.0	1
522869936492	8699.0	1
534739906070	3599.0	89
536696140068	9999.0	1
537365186302	5499.0	16
527051065230	3599.0	2
523087476050	7799.0	0
533795967814	2899.0	234
523155151787	2299.0	189
42378407518	3199.0	2
527614082069	2699.0	4
43090672994	3149.0	4
530779052050	4999.0	2
537606410953	3119.0	29
523001059940	4299.0	138
536825175726	4699.0	287
535648773886	3799.0	325
538752323475	3199.0	2
539419794602	7499.0	6
538846408515	6999.0	16
42782650844	4998.0	1
523088960658	9189.0	1
536564190366	6799.0	45
532546075976	7899.0	2
521716315869	4999.0	22
534993950022	18699.0	1
535905655714	6699.0	4
520417821879	4768.0	1
539422468423	2799.0	25
524234540147	3949.0	235
522021341758	2999.0	4
534229482583	5599.0	1
521268844134	4099.0	6
526531031750	2199.0	51
524360429022	2299.0	42
530768955023	3599.0	89
536982024326	3099.0	8
528634875191	4999.0	49
520405696911	3749.0	8
524003708332	3399.0	10
536908142482	5899.0	10
524642649082	4379.0	0
534017006862	3399.0	3
530869088917	3599.0	24
530936732092	3999.0	5
525296553025	5699.0	2
537162323266	12999.0	25
521455940859	3788.0	6
525068265354	5489.0	0
537900819229	3999.0	5
536884895750	13999.0	29
528463418561	2839.0	3
532917542044	5299.0	1320
531283636009	3299.0	126
536154610540	6489.0	0
534006299610	2639.0	1
528413500644	2100.0	2
43348801372	2699.0	0
521027733375	4099.0	48
536571655185	8999.0	15
522859260489	3899.0	10
524243080071	2850.0	1
525120111852	3799.0	0
536013001883	4138.0	8
537248702650	6099.0	29
538982027129	5099.0	1
538867414110	7299.0	68
536017733754	2999.0	13
