10382797489	0	1	1	1	2	0	6	0	0	0	2	0	1	1	2	1	0	0	0	3	4	0	0	0	0	-2	0	0	0	0	0	0	-1	0	0	-1	-1	-2	0	0	-1	0	0	0
10843045486	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10884000264	2	1	1	1	32	3	152	0	36	7	28	8	38	0	72	11	3	2	0	54	67	0	-2	0	0	0	0	-1	-2	0	0	0	-1	-1	-4	0	-6	-1	0	0	0	-2	-1	0
10884583110	2	2	0	0	48	9	111	0	30	4	7	0	42	0	58	6	1	0	0	20	67	0	0	0	0	0	0	0	0	0	-1	0	0	0	-3	0	-2	-1	-1	0	0	-2	0	0
13029026117	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13717022066	0	0	0	0	8	0	13	0	8	0	3	0	0	0	4	1	0	0	0	9	6	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
14319847067	2	0	0	7	13	4	79	0	19	3	13	0	5	0	29	10	0	0	1	22	36	0	-1	0	0	0	0	0	-2	0	-1	-1	0	-2	0	-1	-5	-3	-1	0	0	0	0	0
15160549027	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15393348354	0	0	1	1	25	2	58	2	3	7	5	1	33	2	59	12	0	3	0	16	21	2	0	0	0	0	-1	0	0	0	0	0	-2	-1	-7	0	-17	0	0	0	0	-3	0	-2
15546295498	5	3	1	1	44	17	138	0	83	19	29	0	4	3	21	18	1	4	4	67	149	1	0	0	0	-1	-2	0	-5	0	-5	-1	-1	-1	-3	-1	-14	-5	-2	0	0	-4	0	0
15723893312	0	0	0	0	3	1	20	0	0	0	5	0	8	0	3	2	0	0	0	0	4	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	0	-2	0	0	0	0	-2	0	0
15866470857	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16190936932	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16503104725	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
16781656164	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
17634984957	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18195509699	2	2	3	4	89	5	196	0	31	21	66	1	22	2	21	11	1	5	8	87	95	1	0	0	-1	0	0	0	-4	-1	-5	-3	0	0	-5	0	-7	-1	-1	0	-1	-7	-1	0
18254045257	0	0	0	2	4	0	24	2	1	0	2	0	0	0	1	2	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
18311688181	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18805759162	2	1	1	0	8	7	70	0	11	5	10	2	37	2	42	8	0	2	1	32	13	1	0	0	0	-1	0	0	-2	0	-1	0	0	-2	-4	0	-11	0	-2	0	-1	-2	-2	0
18992754503	6	6	0	2	29	8	196	0	13	14	29	0	38	5	14	6	1	8	4	48	60	2	-4	0	0	-2	0	0	0	0	-2	-1	-3	0	-11	-1	-6	-2	-2	-1	0	-6	-3	0
18993434878	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0
19027462673	1	0	0	0	4	0	27	0	9	0	3	0	9	0	6	1	1	0	0	7	10	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-2	0	-2	0	0	0	0	-1	0	0
19365265017	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19759417975	0	0	0	1	0	0	3	0	2	0	3	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20174214605	12	8	3	33	137	30	276	2	118	97	99	10	108	21	171	17	24	63	11	63	167	4	-7	0	0	-4	-1	-4	-4	0	-6	-1	-5	-5	-11	-3	-15	-4	-8	-2	-3	-13	-8	0
20191719209	2	0	2	1	16	2	115	1	9	5	31	1	22	0	23	4	2	0	0	34	19	3	0	0	-1	0	0	0	-2	0	-2	0	0	0	-1	-1	-4	0	0	0	-1	0	0	0
20285279451	0	0	0	1	1	0	7	0	0	0	2	0	0	1	0	1	0	0	0	1	3	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20479736399	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0
20582751495	1	2	2	1	70	7	102	0	30	15	45	0	12	1	21	12	1	4	0	63	56	0	0	0	0	0	-1	0	-1	0	-4	0	0	0	-3	-1	-16	-2	-3	0	0	-6	-2	0
